Largest betweenness centrality at vertex 12203

Vertex	Betweenness Centrality
4527	0.242794
4528	0.0225444
4529	0.0166317
4530	0.0168986
4531	0.0171672
4532	0.0174497
4533	0.0177451
4534	0.0253798
4535	0.00810721
4536	0.00782612
4537	0.00754542
4538	0.00730134
4539	0.00753619
4540	0.00444917
4541	0.0047502
4542	0.235377
4543	0.23563
4544	0.0868076
4545	0.0232723
4546	0.0215417
4547	0.0212246
4548	0.0209082
4549	0.0205924
4550	0.0202787
4551	0.0199687
4552	0.0196606
4553	0.0193526
4554	0.0190447
4555	0.0187407
4556	0.0184858
4557	0.00160766
4558	0.0013244
4559	0.00109931
4560	0.000874549
4561	0.000978017
4562	0.0912521
4563	0.00359939
4564	0.00325741
4565	0.00297712
4566	0.00281208
4567	0.0902513
4568	0.00822142
4569	0.00844296
4570	0.00866687
4571	0.0088929
4572	0.00912313
4573	0.00935698
4574	0.00959098
4575	0.00983152
4576	0.0100789
4577	0.0103814
4578	0.010739
4579	0.0110975
4580	0.0114567
4581	0.0118166
4582	0.0121771
4583	0.0125384
4584	0.0129011
4585	0.0132651
4586	0.01363
4587	0.0139961
4588	0.0143681
4589	0.0147455
4590	0.0151232
4591	0.0155168
4592	0.0159263
4593	0.0163361
4594	0.0167464
4595	0.0171569
4596	0.0175681
4597	0.0179798
4598	0.0183918
4599	0.0188039
4600	0.019216
4601	0.0196284
4602	0.0200408
4603	0.0204535
4604	0.020867
4605	0.021284
4606	0.0217038
4607	0.0221238
4608	0
4609	0.000434734
4610	0.000869426
4611	0.00130408
4612	0.00173869
4613	0.00217326
4614	0.00260778
4615	0.00304227
4616	0.00347671
4617	0.00391112
4618	0.00434548
4619	0.0047798
4620	0.00521408
4621	0.00564832
4622	0.00608252
4623	0.00651667
4624	0.276897
4625	0.270836
4626	0.270548
4627	0.270261
4628	0.269974
4629	0.269687
4630	0.269401
4631	0.269119
4632	0.26884
4633	0.26856
4634	0.26828
4635	0.268001
4636	0.267722
4637	0.267443
4638	0.267165
4639	0.266913
4640	0.266684
4641	0.266455
4642	0.266227
4643	0.266143
4644	0.266204
4645	0.266266
4646	0.266331
4647	0.266399
4648	0.000434734
4649	0
4650	0.276008
4651	0.276295
4652	0.276947
4653	0.333915
4654	0.0704717
4655	0.000738961
4656	0.000410153
4657	0.000284294
4658	0.000361734
4659	0.0700768
4660	0.0700483
4661	0.0700208
4662	0.070003
4663	0.0699947
4664	0.0700025
4665	0.0700388
4666	0.0700886
4667	0.0701423
4668	0.0702
4669	0.0702616
4670	0.0725072
4671	0.0647019
4672	0.062711
4673	0.062603
4674	0.0624975
4675	0.0623945
4676	0.0622989
4677	0.0622102
4678	0.0621233
4679	0.0620372
4680	0.0619515
4681	0.0618677
4682	0.0617862
4683	0.0617072
4684	0.061631
4685	0.0615573
4686	0.0614862
4687	0.0614166
4688	0.0613492
4689	0.0612842
4690	0.0335883
4691	0.0332192
4692	0.0332139
4693	0.0334117
4694	0.0338104
4695	0.03421
4696	0.0346103
4697	0.0350107
4698	0.0354111
4699	0.0358116
4700	0.0735837
4701	0.0110825
4702	0.0108056
4703	0.0105287
4704	0.0102521
4705	0.00997574
4706	0.00969959
4707	0.00942412
4708	0.00914945
4709	0.00887728
4710	0.00860747
4711	0.00833794
4712	0.00806875
4713	0.00779984
4714	0.00753121
4715	0.00726278
4716	0.00699466
4717	0.00673203
4718	0.00647575
4719	0.00648467
4720	0.0067579
4721	0.00703217
4722	0.00730783
4723	0.00763744
4724	0.00802047
4725	0.00840359
4726	0.00878732
4727	0.0904747
4728	0.0907009
4729	0.09093
4730	0.0911592
4731	0.0245476
4732	0.0248471
4733	0.0251543
4734	0.0254637
4735	0.0258308
4736	0.0586962
4737	0.745278
4738	0.708513
4739	0.708237
4740	0.707962
4741	0.707686
4742	0.707411
4743	0.707137
4744	0.706865
4745	0.706603
4746	0.706346
4747	0.706091
4748	0.705837
4749	0.0913908
4750	0.0916247
4751	0.0408155
4752	0.0406855
4753	0.072927
4754	0.0725673
4755	0.0722233
4756	0.0718798
4757	0.0715365
4758	0.0711933
4759	0.070851
4760	0.0705095
4761	0.0701682
4762	0.069827
4763	0.0694864
4764	0.0691465
4765	0.0688067
4766	0.0684671
4767	0.0681278
4768	0.0677889
4769	0.0674501
4770	0.0671115
4771	0.0667731
4772	0.0664349
4773	0.0660968
4774	0.0657592
4775	0.065422
4776	0.0650849
4777	0.0647479
4778	0.064411
4779	0.0641273
4780	0.063898
4781	0.06367
4782	0.0634424
4783	0.0632151
4784	0.0629881
4785	0.0630005
4786	0.0879716
4787	0.0484581
4788	0.0481534
4789	0.0478497
4790	0.0475482
4791	0.0472489
4792	0.0469514
4793	0.0466589
4794	0.0464023
4795	0.046204
4796	0.0460323
4797	0.0458618
4798	0.0456924
4799	0.045524
4800	0.045364
4801	0.0452133
4802	0.0450696
4803	0.044932
4804	0.0447973
4805	0.0448517
4806	0.0450931
4807	0.0453596
4808	0.0456509
4809	0.0459426
4810	0.0462357
4811	0.0465304
4812	0.0468261
4813	0.0410816
4814	0.04071
4815	0.0403386
4816	0.0399676
4817	0.039597
4818	0.0392266
4819	0.0388565
4820	0.0384866
4821	0.0381169
4822	0.0377474
4823	0.0373781
4824	0.0370089
4825	0.0366398
4826	0.036271
4827	0.0359023
4828	0.0355339
4829	0.0351658
4830	0.034799
4831	0.0344333
4832	0.0340678
4833	0.0337024
4834	0.0333374
4835	0.0329724
4836	0.0326087
4837	0.0322466
4838	0.0318852
4839	0.0315242
4840	0.0311634
4841	0.0308031
4842	0.0304433
4843	0.0300837
4844	0.0297875
4845	0.029555
4846	0.0293234
4847	0.029093
4848	0.0288636
4849	0.0286351
4850	0.0284077
4851	0.0281822
4852	0.0279596
4853	0.0277403
4854	0.0275239
4855	0.0273107
4856	0.0271272
4857	0.0269734
4858	0.0268222
4859	0.0266794
4860	0.0265457
4861	0.0264272
4862	0.0263261
4863	0.0262324
4864	0.0261442
4865	0.0260592
4866	0.0259765
4867	0.0259164
4868	0.0258793
4869	0.0258448
4870	0.0258188
4871	0.0258011
4872	0.0257851
4873	0.0257716
4874	0.0257606
4875	0.0257511
4876	0.0257428
4877	0.0257371
4878	0.0257346
4879	0.0257332
4880	0.0257331
4881	0.0257346
4882	0.0257387
4883	0.0257458
4884	0.0257542
4885	0.0257676
4886	0.0257863
4887	0.0258089
4888	0.0258361
4889	0.0258665
4890	0.0259003
4891	0.0259358
4892	0.0259878
4893	0.0260637
4894	0.260273
4895	0.239266
4896	0.238999
4897	0.238732
4898	0.238466
4899	0.238201
4900	0.237936
4901	0.237672
4902	0.237411
4903	0.237154
4904	0.236899
4905	0.236644
4906	0.23639
4907	0.236136
4908	0.235883
4909	0.257194
4910	0.0132291
4911	0.0127959
4912	0.0123627
4913	0.0119294
4914	0.0114961
4915	0.0110629
4916	0.0106296
4917	0.0101965
4918	0.00984389
4919	0.00957216
4920	0.009301
4921	0.00903179
4922	0.00876452
4923	0.00849772
4924	0.00823129
4925	0.00796964
4926	0.00771286
4927	0.00745627
4928	0.00719982
4929	0.00694358
4930	0.00668754
4931	0.00643169
4932	0.00617642
4933	0.00592253
4934	0.00781982
4935	0.00608252
4936	0.00564832
4937	0.00521408
4938	0.0047798
4939	0.00434548
4940	0.00391112
4941	0.00347671
4942	0.00304227
4943	0.00260778
4944	0.00217326
4945	0.00173869
4946	0.00130408
4947	0.000869426
4948	0.244329
4949	0.244092
4950	0.243855
4951	0.243619
4952	0.243383
4953	0.243148
4954	0
4955	0.000434734
4956	0.000869426
4957	0.085987
4958	0.0862737
4959	0.0865689
4960	0.0868645
4961	0.0875309
4962	0.0877208
4963	0.185755
4964	0.185723
4965	0.185692
4966	0.185664
4967	0.185639
4968	0.185615
4969	0.185592
4970	0.185582
4971	0.185582
4972	0.185584
4973	0.185586
4974	0.18559
4975	0.185599
4976	0.185613
4977	0.185627
4978	0.185644
4979	0.185663
4980	0.185685
4981	0.185707
4982	0.185734
4983	0.185763
4984	0.185793
4985	0.185824
4986	0.185861
4987	0.185905
4988	0.185953
4989	0.186005
4990	0.186062
4991	0.186125
4992	0.186196
4993	0.186277
4994	0.186359
4995	0.186444
4996	0.18653
4997	0.186623
4998	0.186741
4999	0.186881
5000	0.187023
5001	0.187167
5002	0.187316
5003	0.18747
5004	0.187624
5005	0.18778
5006	0.187936
5007	0.188115
5008	0.188315
5009	0.188534
5010	0.188783
5011	0.189044
5012	0.189307
5013	0.189571
5014	0.189837
5015	0.190103
5016	0.190371
5017	0.190642
5018	0.190913
5019	0.191185
5020	0.191457
5021	0.191731
5022	0.192007
5023	0.192284
5024	0.192561
5025	0.192838
5026	0.193119
5027	0.193403
5028	0.193723
5029	0.194079
5030	0.194435
5031	0.194792
5032	0.195148
5033	0.195506
5034	0.195863
5035	0.196221
5036	0.19658
5037	0.196941
5038	0.197301
5039	0.197662
5040	0.198023
5041	0.198386
5042	0.198751
5043	0.199116
5044	0.199482
5045	0.19985
5046	0.200218
5047	0.200587
5048	0.200956
5049	0.201325
5050	0.201695
5051	0.202065
5052	0.202435
5053	0.202805
5054	0.203177
5055	0.203548
5056	0.20392
5057	0.204292
5058	0.204666
5059	0.205042
5060	0.273821
5061	0.0504999
5062	0.0507222
5063	0.0509458
5064	0.0511696
5065	0.0513939
5066	0.0918992
5067	0.0922154
5068	0.0925331
5069	0.0516187
5070	0.126337
5071	0.00567672
5072	0.00524711
5073	0.0530653
5074	0.00768572
5075	0.0716035
5076	0.0848795
5077	0.0820568
5078	0.0819567
5079	0.0818665
5080	0.0817861
5081	0.0818858
5082	0.0821658
5083	0.0824499
5084	0.0827386
5085	0.0830281
5086	0.0833191
5087	0.0836114
5088	0.0839047
5089	0.0842006
5090	0.0844988
5091	0.0847982
5092	0.085101
5093	0.0854066
5094	0.0717723
5095	0.0928527
5096	0.0932201
5097	0.0844093
5098	0.084512
5099	0.0846172
5100	0.0847258
5101	0.0848391
5102	0.0849566
5103	0.0850742
5104	0.0851927
5105	0.0853123
5106	0.085432
5107	0.0855519
5108	0.0856723
5109	0.0857932
5110	0.0859144
5111	0.0860639
5112	0.0862416
5113	0.0864195
5114	0.0865974
5115	0.0867795
5116	0.086966
5117	0.0871527
5118	0.087341
5119	0.046395
5120	0.0304928
5121	0.0304998
5122	0.0306269
5123	0.0308749
5124	0.031124
5125	0.0313787
5126	0.031639
5127	0.0318995
5128	0.0321601
5129	0.032421
5130	0.0326821
5131	0.0402458
5132	0.0679039
5133	0.0375054
5134	0.0375002
5135	0.0376982
5136	0.0719658
5137	0.0746396
5138	0
5139	0.0727098
5140	0.0729264
5141	0.0731456
5142	0.0733652
5143	0.0735879
5144	0.0738137
5145	0.0740507
5146	0.0529349
5147	0.00768873
5148	0.00802585
5149	0.00838041
5150	0.00874213
5151	0.0091046
5152	0.677146
5153	0.667997
5154	0.667777
5155	0.667593
5156	0.667433
5157	0.33001
5158	0.013024
5159	0.0125905
5160	0.0121569
5161	0.0117233
5162	0.0112897
5163	0.010856
5164	0.0104222
5165	0.00998843
5166	0.0095546
5167	0.00912074
5168	0.00868683
5169	0.00825288
5170	0.321029
5171	0.320997
5172	0.320968
5173	0.320941
5174	0.320916
5175	0.320898
5176	0.320884
5177	0.320872
5178	0.320861
5179	0.320893
5180	0.320971
5181	0.321073
5182	0.3212
5183	0.000434734
5184	0
5185	0.0130358
5186	0.0127898
5187	0.0127295
5188	0.0126714
5189	0.0126145
5190	0.0125578
5191	0.0125017
5192	0.0124463
5193	0.0123931
5194	0.0123422
5195	0.0122923
5196	0.0122435
5197	0.0121984
5198	0.0121573
5199	0.0121171
5200	0.0120792
5201	0.0120489
5202	0.0120246
5203	0.0120014
5204	0.0119793
5205	0.0119591
5206	0.011943
5207	0.0119323
5208	0.011925
5209	0.0119198
5210	0.0119163
5211	0.0119139
5212	0.0119129
5213	0.0119151
5214	0.0119264
5215	0.037109
5216	0.0347118
5217	0.00303031
5218	0.00281044
5219	0.00292509
5220	0.00316069
5221	0.00339653
5222	0.00363389
5223	0.00387321
5224	0.00411677
5225	0.00436411
5226	0.00461184
5227	0.00485989
5228	0.00510817
5229	0.00535692
5230	0.00560599
5231	0.00585513
5232	0.00610433
5233	0.00635371
5234	0.00660332
5235	0.00685308
5236	0.00710302
5237	0.00735317
5238	0.00760423
5239	0.0078613
5240	0.00812372
5241	0.0083863
5242	0.00864892
5243	0.00891159
5244	0.0091749
5245	0.00943911
5246	0.00970504
5247	0.00997246
5248	0.0102402
5249	0.0105087
5250	0.257826
5251	0.257535
5252	0.257266
5253	0.257012
5254	0.25676
5255	0.0932436
5256	0.0929551
5257	0.258124
5258	0.0229617
5259	0.0231889
5260	0.023464
5261	0.0237903
5262	0.0241221
5263	0.0244569
5264	0.0247939
5265	0.0251309
5266	0.262068
5267	0.260501
5268	0.26014
5269	0.25978
5270	0.25942
5271	0.25906
5272	0.258701
5273	0.258344
5274	0.257991
5275	0.25765
5276	0.257321
5277	0.256996
5278	0.256674
5279	0.256395
5280	0.0236587
5281	0.0233995
5282	0.0231412
5283	0.0228843
5284	0.0226281
5285	0.0223722
5286	0.0221167
5287	0.0218615
5288	0.0216079
5289	0.0213557
5290	0.0211036
5291	0.0208516
5292	0.0205998
5293	0.0203491
5294	0.0200994
5295	0.0198499
5296	0.0196007
5297	0.019352
5298	0.0191036
5299	0.0188555
5300	0.0186076
5301	0.0183597
5302	0.0485738
5303	0.0466327
5304	0.046513
5305	0.0516574
5306	0.0512363
5307	0.0508153
5308	0.0503943
5309	0.0499741
5310	0.0495548
5311	0.0491358
5312	0.0487171
5313	0.0482984
5314	0.04788
5315	0.0474616
5316	0.0470437
5317	0.046629
5318	0.0462171
5319	0.0458056
5320	0.0453943
5321	0.0449835
5322	0.0445728
5323	0.0441622
5324	0.0437516
5325	0.0433411
5326	0.0429306
5327	0.0425201
5328	0.0421098
5329	0.0416998
5330	0.04129
5331	0.0408804
5332	0.040471
5333	0.0400618
5334	0.0396686
5335	0.0392913
5336	0.0389199
5337	0.0385546
5338	0.0381903
5339	0.0378351
5340	0.0374878
5341	0.0371412
5342	0.0367953
5343	0.0364496
5344	0.0361047
5345	0.0357607
5346	0.035417
5347	0.0350744
5348	0.0347331
5349	0.0343934
5350	0.0340552
5351	0.0337662
5352	0.0335265
5353	0.0332873
5354	0.0330482
5355	0.032323
5356	0.0320063
5357	0.0316904
5358	0.0313752
5359	0.0310687
5360	0.0310405
5361	0.0312938
5362	0.0315596
5363	0.0318629
5364	0.0322029
5365	0.0325434
5366	0.0329837
5367	0.0327838
5368	0.0330299
5369	0.332494
5370	0.00799565
5371	0.00760014
5372	0.00724324
5373	0.245828
5374	0.0293417
5375	0.0242173
5376	0.0238994
5377	0.0236065
5378	0.0233219
5379	0.0230525
5380	0.022801
5381	0.022556
5382	0.0223134
5383	0.0220724
5384	0.0218325
5385	0.0215935
5386	0.0213551
5387	0.0211184
5388	0.0208834
5389	0.0206489
5390	0.0204152
5391	0.020184
5392	0.0199562
5393	0.019732
5394	0.0195378
5395	0.0194505
5396	0.0194454
5397	0.0194453
5398	0.00481746
5399	0.00438791
5400	0.00421745
5401	0.0043065
5402	0.00444017
5403	0.00464258
5404	0.00486974
5405	0.00509741
5406	0.00532602
5407	0.00555516
5408	0.00578444
5409	0.00601394
5410	0.245944
5411	0.246061
5412	0.246177
5413	0.00285979
5414	0.00242607
5415	0.00213225
5416	0.00197861
5417	0.00182555
5418	0.00185891
5419	0.00208443
5420	0.00231616
5421	0.00254887
5422	0.00278274
5423	0.00301835
5424	0.00328362
5425	0.00357973
5426	0.00387848
5427	0.00527824
5428	0.000869426
5429	0.000434734
5430	0
5431	0.0069091
5432	0.00659876
5433	0.00629017
5434	0.00598217
5435	0.00567612
5436	0.00537421
5437	0
5438	0.000434734
5439	0.0457126
5440	0.045451
5441	0.0451914
5442	0.0450092
5443	0.0449527
5444	0.0449493
5445	0.000869426
5446	0.00130408
5447	0.0784264
5448	0.0778204
5449	0.0775612
5450	0.0773021
5451	0.077046
5452	0.0767932
5453	0.076541
5454	0.0762895
5455	0.0760391
5456	0.0757891
5457	0.0755396
5458	0.0752907
5459	0.0750422
5460	0.0747939
5461	0
5462	0.0235556
5463	0.0136582
5464	0.0132959
5465	0.0129761
5466	0.0126987
5467	0.0124246
5468	0.0121538
5469	0.0118834
5470	0.0116256
5471	0.0113856
5472	0.0111538
5473	0.0109259
5474	0.0107028
5475	0.0104855
5476	0.0102734
5477	0.0100839
5478	0.00992094
5479	0.00976625
5480	0.00961465
5481	0.00947264
5482	0.00933949
5483	0.00920875
5484	0.00908124
5485	0.00895823
5486	0.00889296
5487	0
5488	0.000434734
5489	0.000869426
5490	0.00130408
5491	0.00173869
5492	0.00217326
5493	0.00260778
5494	0.00304227
5495	0.00347671
5496	0.00391112
5497	0.00434548
5498	0.0047798
5499	0.00521408
5500	0.00564832
5501	0.00608252
5502	0.00651667
5503	0.00695078
5504	0.223313
5505	0.0793765
5506	0.0791167
5507	0.078857
5508	0.0785977
5509	0.00914488
5510	0.00878272
5511	0.00842073
5512	0.00809928
5513	0.0078185
5514	0.00753937
5515	0.00726168
5516	0.00698435
5517	0.00670764
5518	0.00643405
5519	0.00616361
5520	0.00590605
5521	0.00566751
5522	0.00543742
5523	0.0052097
5524	0.00498265
5525	0.0047571
5526	0.00453362
5527	0.00431443
5528	0.00409988
5529	0.00388693
5530	0.00367677
5531	0.00349405
5532	0.00333817
5533	0.00318602
5534	0.00304539
5535	0.00291554
5536	0.00284302
5537	0.00283257
5538	0.00433245
5539	0.00396474
5540	0.00360032
5541	0.00323627
5542	0.00287252
5543	0.00250888
5544	0.00227175
5545	0.00216313
5546	0.00210662
5547	0.00210133
5548	0.00209873
5549	0.00210032
5550	0.358264
5551	0.268184
5552	0.267813
5553	0.267443
5554	0.267074
5555	0.266705
5556	0.266351
5557	0.266012
5558	0.265672
5559	0.265334
5560	0.264996
5561	0.264658
5562	0.264321
5563	0.263984
5564	0.263648
5565	0.263312
5566	0.262976
5567	0.26264
5568	0.262305
5569	0.26197
5570	0.261635
5571	0.2613
5572	0.295997
5573	0.199664
5574	0.199317
5575	0.198969
5576	0.198622
5577	0.198275
5578	0.197931
5579	0.19759
5580	0.19725
5581	0.196915
5582	0.196587
5583	0.196303
5584	0.196067
5585	0.195835
5586	0.195605
5587	0.195375
5588	0.195146
5589	0.194917
5590	0.194691
5591	0.19447
5592	0.194253
5593	0.194036
5594	0.193821
5595	0.193716
5596	0.19372
5597	0.193724
5598	0.19373
5599	0.193738
5600	0.298336
5601	0.0471685
5602	0.0468119
5603	0.0465016
5604	0.0462377
5605	0.0459749
5606	0.285738
5607	0.286068
5608	0.2864
5609	0.286731
5610	0.287063
5611	0.287395
5612	0.287727
5613	0.28806
5614	0.288393
5615	0.288727
5616	0.289061
5617	0.289397
5618	0.289734
5619	0.290072
5620	0.29041
5621	0.290748
5622	0.291087
5623	0.291456
5624	0.000434734
5625	0
5626	0.000869426
5627	0.0280619
5628	0.0282828
5629	0.0285039
5630	0.028728
5631	0.0289601
5632	0.0291972
5633	0.0294346
5634	0.0296723
5635	0.0299102
5636	0.0301483
5637	0.0303869
5638	0.0306259
5639	0.0308649
5640	0.0311043
5641	0.031344
5642	0.0315841
5643	0.0318244
5644	0.0635801
5645	0.0310921
5646	0.0306616
5647	0.0302336
5648	0.0298119
5649	0.0294126
5650	0.0290322
5651	0.0286574
5652	0.0282881
5653	0.0279189
5654	0.027551
5655	0.0271845
5656	0.0268185
5657	0.0264533
5658	0.0260887
5659	0.0257245
5660	0.0253608
5661	0.0249973
5662	0.024634
5663	0.0242712
5664	0.0239092
5665	0.00608995
5666	0.00567478
5667	0.00525965
5668	0.0048446
5669	0.00463397
5670	0.00462874
5671	0.00462583
5672	0.00467799
5673	0.00478445
5674	0.00489155
5675	0.00507364
5676	0.00533087
5677	0.00558852
5678	0.00584627
5679	0.00610416
5680	0.006364
5681	0.00662578
5682	0.00688787
5683	0.00715068
5684	0.00741433
5685	0.00771738
5686	0.00806633
5687	0.0084284
5688	0.0710641
5689	0.00130408
5690	0.00173869
5691	0.00217326
5692	0.00260778
5693	0.0643239
5694	0.0639018
5695	0.333809
5696	0.325361
5697	0.325486
5698	0.325614
5699	0.325744
5700	0.325874
5701	0.326004
5702	0.326148
5703	0.326306
5704	0.326492
5705	0.326705
5706	0.326919
5707	0.327133
5708	0.327347
5709	0.327562
5710	0.327777
5711	0.327993
5712	0.32821
5713	0.328431
5714	0.328653
5715	0.328877
5716	0.329105
5717	0.329339
5718	0.329574
5719	0.329808
5720	0.330043
5721	0.330278
5722	0.330514
5723	0.33075
5724	0.330986
5725	0.331222
5726	0.0647461
5727	0.0721842
5728	0.0724031
5729	0.0726226
5730	0.0728432
5731	0.0730651
5732	0.07329
5733	0.0735225
5734	0.0737611
5735	0.0740006
5736	0.0742434
5737	0.0744895
5738	0.0747365
5739	0.0749841
5740	0.0752317
5741	0.254199
5742	0.2542
5743	0.254203
5744	0.254209
5745	0.254217
5746	0.254278
5747	0.47889
5748	0.295772
5749	0.296109
5750	0.296445
5751	0.296782
5752	0.297119
5753	0.297456
5754	0.297793
5755	0.29813
5756	0.298468
5757	0.298805
5758	0.299144
5759	0.299484
5760	0.299824
5761	0.300164
5762	0.300504
5763	0.300845
5764	0.301186
5765	0.141736
5766	0.0351225
5767	0.107505
5768	0.107617
5769	0.363005
5770	0.33388
5771	0.333621
5772	0.333364
5773	0.0662681
5774	0.0249317
5775	0.0246747
5776	0.0244181
5777	0.0241624
5778	0.0239079
5779	0.0236541
5780	0.0234005
5781	0.0231471
5782	0.0228941
5783	0.022641
5784	0.0223881
5785	0.0221353
5786	0.0219539
5787	0.0218455
5788	0.0217887
5789	0.0217826
5790	0.0217782
5791	0.0217758
5792	0.0219784
5793	0.0223854
5794	0.0227923
5795	0.0232011
5796	0.0236116
5797	0.0240222
5798	0.0244338
5799	0.0248464
5800	0.025259
5801	0.0256717
5802	0.0260844
5803	0.0264975
5804	0.0269141
5805	0.0273341
5806	0.0277543
5807	0.0281745
5808	0.028595
5809	0.0290154
5810	0.676761
5811	0.676928
5812	0.677095
5813	0.677262
5814	0.677429
5815	0.677596
5816	0.677764
5817	0.677932
5818	0.678101
5819	0.67827
5820	0.67844
5821	0.678636
5822	0.678859
5823	0.679083
5824	0.679308
5825	0.679535
5826	0.679766
5827	0.679997
5828	0.680228
5829	0.680462
5830	0.680698
5831	0.680956
5832	0.68124
5833	0.681532
5834	0.682615
5835	0.0486691
5836	0.0489061
5837	0.0491431
5838	0.0493811
5839	0.0496211
5840	0.0498622
5841	0.0501036
5842	0.0503452
5843	0.0505873
5844	0.050836
5845	0.0510915
5846	0.0513476
5847	0.0516043
5848	0.0518613
5849	0.0521185
5850	0.0523758
5851	0.052635
5852	0.0528959
5853	0.0531571
5854	0.0534189
5855	0.0536814
5856	0.0539827
5857	0.0543228
5858	0.054667
5859	0.0550154
5860	0.0553644
5861	0.05572
5862	0.056112
5863	0.0565344
5864	0.0569577
5865	0.0573817
5866	0.0578057
5867	0.0582298
5868	0.0586541
5869	0.0590783
5870	0.0595026
5871	0.0599269
5872	0.0603513
5873	0.0607756
5874	0.0612
5875	0.0616244
5876	0.0620489
5877	0.0624733
5878	0.263331
5879	0.262925
5880	0.262519
5881	0.262113
5882	0.261709
5883	0.261306
5884	0.260904
5885	0.260502
5886	0.260099
5887	0.259697
5888	0.259295
5889	0.258893
5890	0.258491
5891	0.258089
5892	0.257688
5893	0.257289
5894	0.259264
5895	0.0707921
5896	0.0711518
5897	0.0715125
5898	0.0718736
5899	0.0722352
5900	0.0725975
5901	0.0729617
5902	0.0733275
5903	0.0736938
5904	0.0740613
5905	0.0744301
5906	0.074805
5907	0.0752009
5908	0.0756124
5909	0.0760245
5910	0.0764372
5911	0.0768501
5912	0.0772632
5913	0.0776767
5914	0.0780907
5915	0.182714
5916	0.182298
5917	0.271748
5918	0.0230856
5919	0.0227566
5920	0.0224361
5921	0.0221208
5922	0.0218117
5923	0.0215053
5924	0.0212024
5925	0.0209047
5926	0.0206111
5927	0.0203184
5928	0.0200278
5929	0.0197393
5930	0.0194844
5931	0.0192635
5932	0.0190689
5933	0.0189006
5934	0.0187352
5935	0.0185726
5936	0.0184104
5937	0.0182487
5938	0.0180925
5939	0.0179464
5940	0.0178156
5941	0.24634
5942	0.246552
5943	0.246771
5944	0.246999
5945	0.247247
5946	0.247508
5947	0.247771
5948	0.248033
5949	0.248296
5950	0.24856
5951	0.358494
5952	0.358615
5953	0.358737
5954	0.181882
5955	0
5956	0.000434734
5957	0.000869426
5958	0.00130408
5959	0.00173869
5960	0.00217326
5961	0.361112
5962	0.358859
5963	0.358983
5964	0.359106
5965	0.359229
5966	0.359353
5967	0.359478
5968	0.359604
5969	0.35973
5970	0.359856
5971	0.359983
5972	0.370959
5973	0.0341195
5974	0.0340159
5975	0.0339135
5976	0.0338122
5977	0.0337113
5978	0.0336142
5979	0.0335221
5980	0.033432
5981	0.0333422
5982	0.0332527
5983	0.0331656
5984	0.0330815
5985	0.0330013
5986	0.0329247
5987	0.0328507
5988	0.0327806
5989	0.032713
5990	0.0326487
5991	0.0325877
5992	0.0325299
5993	0.0324909
5994	0.032469
5995	0.0324484
5996	0.0324301
5997	0.0324136
5998	0.0323986
5999	0.0323847
6000	0.0323721
6001	0.0323622
6002	0.0323544
6003	0.0323597
6004	0.0323792
6005	0.0324003
6006	0.0324502
6007	0.0325288
6008	0.0326083
6009	0.0327644
6010	0.0329976
6011	0.0332316
6012	0.359516
6013	0.359444
6014	0.359371
6015	0.3593
6016	0.359235
6017	0.359178
6018	0.35912
6019	0.359078
6020	0.359051
6021	0.359042
6022	0.359051
6023	0.359064
6024	0.00173869
6025	0.00217326
6026	0.00260778
6027	0.00304227
6028	0.00347671
6029	0.00391112
6030	0.00434548
6031	0.0047798
6032	0.00521408
6033	0.00564832
6034	0.00608252
6035	0.398442
6036	0.395847
6037	0.395668
6038	0.395492
6039	0.395319
6040	0.395146
6041	0.394981
6042	0.394825
6043	0.394687
6044	0.394569
6045	0.394451
6046	0.394333
6047	0.394217
6048	0.394104
6049	0.393991
6050	0.393878
6051	0.393765
6052	0.393671
6053	0.00651667
6054	0.10774
6055	0.107875
6056	0.108012
6057	0.10815
6058	0.10829
6059	0.10843
6060	0.108572
6061	0.108757
6062	0.109014
6063	0.109307
6064	0.109606
6065	0.109907
6066	0.110207
6067	0.398711
6068	0.395962
6069	0.395781
6070	0.3956
6071	0.00304227
6072	0.00260778
6073	0.00217326
6074	0.00173869
6075	0.00130408
6076	0.000869426
6077	0.000434734
6078	0
6079	0.034818
6080	0.0345142
6081	0.0342115
6082	0.0339116
6083	0.0336136
6084	0.0333278
6085	0.033091
6086	0.0328923
6087	0.0326951
6088	0.0325016
6089	0.0323143
6090	0.0321302
6091	0.0320301
6092	0.0320145
6093	0.0319993
6094	0.0319854
6095	0.0319736
6096	0.032006
6097	0.0320818
6098	0.0321581
6099	0.032261
6100	0.0323907
6101	0.0325204
6102	0.0326503
6103	0.0327946
6104	0.0329907
6105	0.0332342
6106	0.0334887
6107	0.0337447
6108	0.0353822
6109	0.117061
6110	0.110508
6111	0.00695078
6112	0.034224
6113	0.0343295
6114	0.0344356
6115	0.0345477
6116	0.0346673
6117	0.0347907
6118	0.0349168
6119	0.0350445
6120	0.0351744
6121	0.0353069
6122	0.0354421
6123	0.0355838
6124	0.0357299
6125	0.0358781
6126	0.0360303
6127	0.0361868
6128	0.0363463
6129	0.0365074
6130	0.0366768
6131	0.0368549
6132	0.0370367
6133	0.0372215
6134	0.0374123
6135	0.0376353
6136	0.0378849
6137	0.0381565
6138	0.0384538
6139	0.0387552
6140	0.039057
6141	0.0393592
6142	0.0396617
6143	0.0399646
6144	0.0402682
